id;nazwa;Dzia³ka;Styl;Kondygnacja;Iloœc osób;Dach;Gara¿;Kuchnia;Kominek;Ogrzewanie;Efektywnoœæ ;Piwnica;Wysokoœæ;Szerokoœæ;Wysokoœæ;Powierzchnia u¿ytkowa;Powierzchnia gara¿u;Minimalna szerokoœæ dzia³ki;Minimalna g³êbokoœæ dzia³ki;K¹t nachylenia dachu;Iloœæ pomieszczeñ;Powierzchnia netto;Powierzchnia zabudowy;Powierzchnia piwnicy;Powierzchnia strychu;Kubatura netto;Powierzchnia dachu;Liczba sypialni;Liczba ³azienek;Liczba toalet;Iloœæ piêter;Senioratka
3382;ALOES wersja A;3;16;17;5;23;25;26;28;31;34;39;8.6;;;210.5;;26.5;26.5;20;5;;343;;;;429.5;3;;;1;
3392;ALOES wersja B;3;16;17;5;23;25;26;28;31;34;39;8.6;;;247.4;;29.1;26.5;20;6;;384.7;;;;429.5;4;;;1;
3596;AMBER 2 wersja A;3;16;18;5;22;24;26;28;31;34;39;8.25;;;135.2;;20.36;18;40;5;;124;;;;192.7;3;;;2;
3597;AMBER 2 wersja A paliwo sta³e;3;16;18;5;22;24;26;28;31;34;39;8.25;;;135.2;;20.36;18;40;5;;124;;;;192.7;3;;;2;
3479;AMBER wersja A;3;16;18;5;22;24;26;28;31;34;39;8.25;;;137.4;;20.36;18;40;5;;124;;;;192.7;3;;;2;
3565;AMBER wersja A paliwo sta³e;3;16;18;5;22;24;26;28;30;34;39;8.25;;;137.4;;20.36;19;40;5;;124;;;;192.7;3;;;2;
4232;AMBROZJA 2 wersja A parterowa z pojedynczym gara¿em;3;16;17;5;22;24;26;28;31;34;39;7.17;;;131.85;;21.7;26.5;30;5;;198.4;;;;284.8;4;;;1;
4233;AMBROZJA 2 wersja A parterowa z pojedynczym gara¿em paliwo sta³e;3;16;17;5;22;24;26;28;30;34;39;7.17;;;131.85;;21.7;26.5;30;5;;198.4;;;;284.8;4;;;1;
4234;AMBROZJA 2 wersja B z poddaszem do adaptacji  z pojedynczym gara¿em;3;16;18;5;22;24;26;28;31;34;39;7.17;;;129.19;;21.7;26.5;30;7;;198.4;;;;281.8;4;;;2;
4235;AMBROZJA 2 wersja B z poddaszem do adaptacji  z pojedynczym gara¿em paliwo sta³e;3;16;18;5;22;24;26;28;31;34;39;7.17;;;129.19;;21.7;26.5;30;7;;198.4;;;;281.8;4;;;2;
4236;AMBROZJA 2 wersja C parterowa z podwójnym gara¿em;3;16;17;5;22;25;26;28;31;34;39;7.17;;;135.30;;21.7;28.9;30;5;;223.03;;;;289.5;4;;;1;
4237;AMBROZJA 2 wersja C parterowa z podwójnym gara¿em paliwo sta³e;3;16;17;5;22;25;26;28;30;34;39;7.17;;;135.30;;21.7;28.9;30;5;;223.03;;;;289.5;4;;;1;
4238;AMBROZJA 2 wersja D z poddaszem do adaptacji  z podwójnym gara¿em;3;16;18;5;22;25;26;28;31;34;39;7.17;;;129.2;;21.7;28.9;30;7;;222.76;;;;285.1;4;;;2;
4239;AMBROZJA 2 wersja D z poddaszem do adaptacji  z podwójnym gara¿em paliwo sta³e;3;16;18;5;22;25;26;28;30;34;39;7.17;;;129.2;;21.7;28.9;30;7;;222.76;;;;285.1;4;;;2;
4159;AMBROZJA wersja A parterowa z pojedynczym gara¿em;3;16;17;5;22;24;26;28;31;34;39;7.52;;;108.5;;21.7;24;30;4;;170;;;;258.9;3;;;1;
4160;AMBROZJA wersja A parterowa z pojedynczym gara¿em paliwo sta³e;3;16;17;5;22;24;26;28;31;34;39;7.52;;;108.5;;21.7;24;30;4;;170;;;;258.9;3;;;1;
4163;AMBROZJA wersja B z poddaszem z pojedynczym gara¿em;3;16;18;5;22;24;26;28;31;34;39;7.52;;;106.5;;21.7;24;30;4;;170;;;;255;3;;;2;
4164;AMBROZJA wersja B z poddaszem z pojedynczym gara¿em paliwo sta³e;3;16;18;5;22;24;26;28;31;34;39;7.52;;;106.5;;21.7;24;30;4;;170;;;;255;3;;;2;
4254;AMBROZJA wersja C parterowa z podwójnym gara¿em;3;16;17;5;22;25;26;28;31;34;39;7.52;;;108.5;;21.7;26.4;30;4;;212.8;;;;286.7;3;;;1;
4255;AMBROZJA wersja C parterowa z podwójnym gara¿em paliwo sta³e;3;16;17;5;22;25;26;28;30;34;39;7.52;;;108.5;;21.7;26.4;30;6;;212.8;;;;286.7;3;;;1;
4256;AMBROZJA wersja D z poddaszem z podwójnym gara¿em;3;16;18;5;22;25;26;28;31;34;39;7.52;;;106.5;;21.7;26.4;30;4;;212.8;;;;286.7;3;;;2;
4257;AMBROZJA wersja D z poddaszem z podwójnym gara¿em paliwo sta³e;3;16;18;5;22;25;26;28;30;34;39;7.52;;;106.5;;21.7;26.4;30;4;;212.8;;;;286.7;3;;;2;
3208;AMELKA wersja A;3;15;18;5;23;25;26;28;31;34;39;8.8;;;189.4;;21.1;23.3;45;6;;175.3;;;;273;3;;;2;
3814;ANDALUZJA wersja A;3;16;19;5;23;25;26;28;31;34;39;8.34;;;164.9;;27.4;24.4;20;5;;189.1;;;;247.5;4;;;2;
3816;ANDALUZJA wersja A paliwo sta³e;3;16;19;5;23;25;26;28;30;34;39;8.34;;;164.9;;27.4;24.4;20;5;;189.1;;;;247.5;4;;;2;
3815;ANDALUZJA wersja B;3;16;19;5;23;25;26;28;31;34;39;8.34;;;167.27;;27.4;24.4;20;5;;194.8;;;;264.5;4;;;2;
3817;ANDALUZJA wersja B paliwo sta³e;3;16;19;5;23;25;26;28;30;34;39;8.34;;;167.27;;27.4;24.4;20;5;;194.8;;;;264.5;4;;;2;
3838;ANDROMEDA wersja A bez wykusza;3;15;18;5;22;25;27;28;31;34;39;8.8;;;147.7;;18.4;26.8;40;5;;174.5;;;;162.2;4;;;2;
3841;ANDROMEDA wersja A bez wykusza paliwo sta³e;3;15;18;5;22;25;27;28;30;34;39;8.8;;;147.7;;18.4;26.8;40;5;;174.5;;;;162.2;4;;;2;
3839;ANDROMEDA wersja B z wykuszem;3;15;18;5;22;25;27;28;31;34;39;8.8;;;150.2;;19.3;26.8;40;5;;177.6;;;;162.2;4;;;2;
3840;ANDROMEDA wersja B z wykuszem paliwo sta³e;3;15;18;5;22;25;27;28;30;34;39;8.8;;;150.2;;19.3;26.8;40;5;;177.6;;;;162.2;4;;;2;
4452;ANDRZEJ jednorodzinny dwulokalowy;3;16;18;5;22;24;26;28;31;34;39;11.7;;;191.05;;23.4;21;35;8;;177;;;;134.2;3;;;2;
3726;ANDRZEJ segment skrajny lewy;1;16;18;5;22;24;26;28;31;34;39;8.34;;;95.53;;11.7;21;35;4;;88.5;;;;67.1;3;;;2;
3728;ANDRZEJ segment skrajny prawy;1;16;18;5;22;24;26;28;31;34;39;8.34;;;95.53;;11.7;21;35;4;;88.5;;;;67.1;3;;;2;
3727;ANDRZEJ segment œrodkowy;1;16;18;5;22;24;26;28;31;34;39;8.34;;;95.53;;7.5;21;35;4;;88.5;;;;67.1;3;;;2;
3209;ANGELA wersja A z pojedynczym gara¿em z lewej;3;15;18;5;22;24;27;28;31;34;39;6.85;;;77.7;;22.1;18.4;35;5;;119;;;;162;4;;;2;
3210;ANGELA wersja B bez gara¿u;3;15;18;5;22;40;27;28;31;34;39;6.85;;;77.7;;18.3;18.4;35;5;;101.4;;;;162;4;;;2;
3211;ANGELA wersja C z pojedynczym gara¿em z prawej wysuniêtym;3;15;18;5;22;24;27;28;31;34;39;6.85;;;77.7;;21.5;19.3;35;5;;119;;;;204.5;4;;;2;
3212;ANGELA wersja D z pojedynczym gara¿em z prawej;3;15;18;5;22;24;27;28;31;34;39;6.85;;;77.7;;22.1;18.4;35;5;;119;;;;204.5;4;;;2;
4325;ANGELINA wersja A;3;16;18;5;22;24;26;28;31;34;39;8.2;;;113.4;;20.4;19.5;40;5;;121;;;;150;3;;;2;
4592;ANGELINA wersja A paliwo sta³e;3;16;18;5;22;24;26;28;30;34;39;8.2;;;113.4;;20.4;19.5;40;5;;121;;;;150;3;;;2;
3352;ANIA segment skrajny;1;15;18;5;22;24;26;28;31;34;39;10.5;;;126.7;;10.5;25.1;45;4;;113.1;;;;182;3;;;2;
3353;ANIA segment skrajny ze zmianami;1;15;18;5;22;24;26;28;31;34;39;10.5;;;126.7;;10.5;25.1;45;4;;113.1;;;;182;3;;;2;
3354;ANIA segment œrodkowy;1;15;18;5;22;24;26;28;31;34;39;10.5;;;126.7;;7.3;25.1;45;4;;105.8;;;;182;3;;;2;
4139;ANITA DWOREK wersja A z poj. gara¿em;3;15;18;5;22;24;26;28;31;34;39;7.15;;;108.6;;22.7;18.6;35;6;;165.6;;;;238.7;3;;;2;
4140;ANITA DWOREK wersja A z poj. gara¿em paliwo sta³e;3;15;18;5;22;24;26;28;30;34;39;7.15;;;108.6;;22.7;18.6;35;6;;165.6;;;;238.7;3;;;2;
3706;ANITA DWOREK wersja B z podwójnym gar.;3;15;18;5;22;25;26;28;31;34;39;7.15;;;108.6;;25.7;18.6;35;6;;194.9;;;;270.7;3;;;2;
3707;ANITA DWOREK wersja B z podwójnym gar. paliwo sta³e;3;15;18;5;22;25;26;28;30;34;39;7.15;;;108.6;;25.7;18.6;35;6;;194.9;;;;270.7;3;;;2;
4100;ANITA wersja A z pojedynczym gara¿em;3;15;18;5;22;24;26;28;31;34;39;7.15;;;108.6;;22.7;18.6;35;6;;165.6;;;;238.7;3;;;2;
4098;ANITA wersja A z pojedynczym gara¿em paliwo sta³e;3;15;18;5;22;24;26;28;30;34;39;7.15;;;108.6;;22.7;18.6;35;6;;165.6;;;;238.7;3;;;2;
4101;ANITA wersja B z podwójnym gara¿em;3;15;18;5;22;25;26;28;31;34;39;7.15;;;108.6;;25.7;18.6;35;6;;194.9;;;;270.7;3;;;2;
4099;ANITA wersja B z podwójnym gara¿em paliwo sta³e;3;15;18;5;22;25;26;28;30;34;39;7.15;;;108.6;;25.7;18.6;35;6;;194.9;;;;270.7;3;;;2;
3213;ANNA segment skrajny;1;15;18;5;22;24;27;28;31;34;39;10.5;;;136.4;;8;23.9;45;4;;113.1;;;;195;3;;;2;
3214;ANNA segment œrodkowy;1;15;18;5;22;24;27;28;31;34;39;10.5;;;136.4;;8;23.9;45;4;;113.1;;;;195;3;;;2;
3998;ANTEK II wersja A bez gara¿u;3;16;17;5;22;40;26;28;31;34;39;6.66;;;100.9;;19.3;19.6;30;4;;154.4;;;;210.8;3;;;1;
3999;ANTEK II wersja B z pojedynczym gara¿em;3;16;17;5;22;24;26;28;31;34;39;6.66;;;100.9;;22.7;19.6;30;4;;181.4;;;;210.8;3;;;1;
4082;ANTEK II wersja B z pojedynczym gara¿em paliwo sta³e;3;16;17;5;22;24;26;28;30;34;39;6.66;;;100.9;;22.7;19.6;30;4;;181.4;;;;210.8;3;;;1;
4000;ANTEK II wersja C z podwójnym gara¿em;3;16;17;5;22;25;26;28;31;34;39;6.66;;;100.9;;25;19.6;30;4;;198.4;;;;210.8;3;;;1;
4083;ANTEK II wersja C z podwójnym gara¿em paliwo sta³e;3;16;17;5;22;25;26;28;30;34;39;6.66;;;100.9;;25;19.6;30;4;;198.4;;;;210.8;3;;;1;
4001;ANTEK III wersja A bez gara¿u;3;16;17;5;23;40;26;28;31;34;39;7;;;100.9;;19.3;19.6;30;4;;154.4;;;;214.5;3;;;1;
4002;ANTEK III wersja B z pojedynczym gara¿em;3;16;17;5;23;24;26;28;31;34;39;7;;;100.9;;22.7;19.6;30;4;;181.4;;;;214.5;3;;;1;
4003;ANTEK III wersja C z podwójnym gara¿em;3;16;17;5;23;25;26;28;31;34;39;7;;;100.9;;25;19.6;30;4;;198.4;;;;215.9;3;;;1;
3215;ANTEK wersja A bez gara¿u;3;16;17;5;22;40;26;28;31;34;39;5.6;;;100.9;;19.3;19.6;20;4;;154.4;;;;196;3;;;1;
3216;ANTEK wersja B z pojedynczym gara¿em;3;16;17;5;22;24;26;28;31;34;39;5.6;;;100.9;;22.8;19.6;20;4;;181.4;;;;196;3;;;1;
4080;ANTEK wersja B z pojedynczym gara¿em  paliwo sta³e;3;16;17;5;22;24;26;28;30;34;39;5.6;;;100.9;;22.8;19.6;20;4;;181.4;;;;196;3;;;1;
3217;ANTEK wersja C z podwójnym gara¿em;3;16;17;5;22;25;26;28;31;34;39;5.6;;;100.9;;25;19.6;20;4;;198.4;;;;196;3;;;1;
4081;ANTEK wersja C z podwójnym gara¿em paliwo sta³e;3;16;17;5;22;25;26;28;30;34;39;5.6;;;100.9;;25;19.6;20;4;;198.4;;;;196;3;;;1;
4504;ANTONI wersja A bez gara¿u;3;15;18;5;22;40;26;28;31;34;39;8.1;;;134.2;;16.6;23.2;40;5;;124.7;;;;195.8;4;;;2;
4505;ANTONI wersja A bez gara¿u paliwo sta³e;3;15;18;5;22;40;26;28;30;34;39;8.1;;;134.2;;16.6;23.2;40;5;;124.7;;;;195.8;4;;;2;
4502;ANTONI wersja B pojedynczy gara¿;3;15;18;5;22;24;26;28;31;34;39;8.1;;;134.2;;18.9;23.2;40;5;;164;;;;195.8;4;;;2;
4503;ANTONI wersja B pojedynczy gara¿ paliwo sta³e;3;15;18;5;22;24;26;28;30;34;39;8.1;;;134.7;;18.9;23.2;40;5;;164;;;;195.8;4;;;2;
3420;ARABELLA 2 wersja A;3;15;18;5;23;25;27;28;31;34;39;8.3;;;139.4;;24.4;27.6;35;4;;243;;;;328.4;3;;;2;
4331;ARABELLA 2 wersja A z piwnic¹;3;15;18;5;23;25;27;28;31;34;20;8.3;;;139.4;;24.4;27.6;35;4;;243;;;;328.4;3;;;2;
4390;ARABELLA 2 wersja A z piwnic¹ paliwo sta³e;3;15;18;5;23;25;27;28;30;34;20;8.3;;;139.4;;24.4;27.6;35;4;;243;;;;328.4;3;;;2;
3448;ARABELLA 2 wersja B z antresol¹;3;15;18;5;23;25;27;28;31;34;39;8.3;;;139.4;;24.4;27.6;35;4;;243;;;;329.5;3;;;2;
4332;ARABELLA 2 wersja B z antresol¹ i piwnic¹;3;15;18;5;23;25;27;28;31;34;20;8.3;;;139.4;;24.4;27.6;35;4;;243;;;;329.5;3;;;2;
4391;ARABELLA 2 wersja B z antresol¹ i piwnic¹ paliwo sta³e;3;15;18;5;23;25;27;28;30;34;20;8.3;;;139.4;;24.4;27.6;35;4;;243;;;;329.5;3;;;2;
4529;ARABELLA 2 wersja C;3;15;18;5;23;40;27;28;31;34;39;8.3;;;145.1;;24.4;24.9;35;4;;210;;;;272.5;3;;;2;
4532;ARABELLA 2 wersja D z antresol¹;3;15;18;5;23;40;27;28;31;34;39;8.3;;;145.1;;24.4;24.9;35;4;;210;;;;272.5;3;;;2;
4533;ARABELLA 2 wersja D z antresol¹ paliwo sta³e;3;15;18;5;23;40;27;28;30;34;39;8.3;;;145.1;;24.4;24.9;35;4;;210;;;;272.5;3;;;2;
3383;ARABELLA wersja A;3;15;18;5;23;25;27;28;31;34;39;7.41;;;139.4;;24.4;27.6;30;4;;243;;;;310.6;3;;;2;
4328;ARABELLA wersja A z piwnic¹;3;15;18;5;23;25;27;28;31;34;20;7.4;;;139.4;;24.4;27.6;30;4;;243;;;;310.6;3;;;2;
4388;ARABELLA wersja A z piwnic¹ paliwo sta³e;3;15;18;5;23;25;27;28;30;34;20;7.4;;;139.4;;24.4;27.6;30;4;;243;;;;310.6;3;;;2;
3447;ARABELLA wersja B z antresol¹;3;15;18;5;23;25;27;28;31;34;39;7.41;;;139.4;;24.4;27.6;30;4;;243;;;;310.6;3;;;2;
4330;ARABELLA wersja B z antresol¹ i piwnic¹;3;15;18;5;23;25;27;28;31;34;20;7.4;;;139.4;;24.4;27.6;30;4;;243;;;;310.6;3;;;2;
4389;ARABELLA wersja B z antresol¹ i piwnic¹ paliwo sta³e;3;15;18;5;23;25;27;28;30;34;20;7.4;;;139.4;;24.4;27.6;30;4;;243;;;;243;3;;;2;
4527;ARABELLA wersja C;3;15;18;5;23;40;27;28;31;34;39;7.41;;;145.1;;24.4;24.9;30;4;;210;;;;272.5;3;;;2;
4528;ARABELLA wersja C paliwo sta³e;3;15;18;5;23;40;27;28;30;34;39;7.41;;;145.1;;24.4;24.9;30;4;;210;;;;272.5;3;;;2;
4530;ARABELLA wersja D z antresol¹;3;15;18;5;23;40;27;28;31;34;39;7.41;;;145.1;;24.4;24.9;30;4;;210;;;;272.5;3;;;2;
4531;ARABELLA wersja D z antresol¹ paliwo sta³e;3;15;18;5;23;40;27;28;30;34;39;7.41;;;145.1;;24.4;24.9;30;4;;210;;;;272.5;3;;;2;
4351;ARAMIS wersja A;3;15;18;5;23;24;26;28;31;34;39;9.1;;;129.3;;20;20;40;5;;121.1;;;;222;3;;;2;
4352;ARAMIS wersja A paliwo sta³e;3;15;18;5;23;24;26;28;30;34;39;9.1;;;129.3;;20;20;40;5;;121.1;;;;222;3;;;2;
4392;ARAMIS wersja B;3;15;18;5;23;25;26;28;31;34;39;9.1;;;132;;22.3;20;40;5;;139;;;;241;3;;;2;
4393;ARAMIS wersja B paliwo sta³e;3;15;18;5;23;25;26;28;30;34;39;9.1;;;132;;22.3;20;40;5;;139;;;;241;3;;;2;
3483;ARIZONA wersja A;3;16;18;5;23;25;26;28;31;34;39;7.9;;;183.3;;34.7;21.1;22;5;;279.28;;;;314.2;4;;;2;
3566;ARIZONA wersja A paliwo sta³e;3;16;18;5;23;25;26;28;30;34;39;7.9;;;183.3;;34.7;21.1;22;5;;279.28;;;;314.2;4;;;2;
3484;ARIZONA wersja B;3;16;18;5;23;25;26;28;31;34;39;7.9;;;183.3;;34.7;21.1;22;5;;279.28;;;;314.2;4;;;2;
3567;ARIZONA wersja B paliwo sta³e;3;16;18;5;23;25;26;28;30;34;39;7.9;;;183.3;;34.7;21.1;22;5;;279.28;;;;314.2;4;;;2;
3710;ARKAN DWOREK wersja A;3;15;18;5;22;24;26;28;31;34;39;8.05;;;134.9;;21.8;21.1;40;5;;126;;;;214.5;3;;;2;
3711;ARKAN DWOREK wersja A paliwo sta³e;3;15;18;5;22;24;26;28;30;34;39;8.05;;;134.9;;21.8;21.1;40;5;;126;;;;214.5;3;;;2;
3696;ARKAN wersja A;3;15;18;5;22;24;26;28;31;34;39;8.05;;;134.9;;21.8;21.1;40;5;;126;;;;214.5;3;;;2;
3697;ARKAN wersja A paliwo sta³e;3;15;18;5;22;24;26;28;30;34;39;8.05;;;134.9;;21.8;21.1;40;5;;126;;;;214.5;3;;;2;
3716;AS 2 wersja A;3;15;18;5;22;24;27;28;31;34;39;7.99;;;131;;19.9;19;40;5;;121.5;;;;187.9;3;;;2;
3717;AS 2 wersja A paliwo sta³e;3;15;18;5;22;24;27;28;30;34;39;7.99;;;131;;19.9;19;40;5;;121.5;;;;187.9;3;;;2;
3700;AS wersja A;3;15;18;5;22;24;27;28;31;34;39;7.99;;;127.3;;19.9;19;40;5;;121.5;;;;187.9;3;;;2;
3701;AS wersja A paliwo sta³e;3;15;18;5;22;24;27;28;30;34;39;7.99;;;127.3;;19.9;19;40;5;;121.5;;;;187.9;3;;;2;
3218;ASIA wersja A bez kalenicy, bez gara¿u;3;15;18;6;23;40;27;28;31;34;39;7.7;;;123.2;;19.1;20.3;35;6;;136.9;;;;230;5;;;2;
3219;ASIA wersja B bez kalenicy, z gara¿em;3;15;18;6;23;24;27;28;31;34;39;7.8;;;123.2;;22.9;20.3;35;6;;161.2;;;;230;5;;;2;
3220;ASIA wersja C z kalenic¹, bez gara¿u;3;15;18;6;23;40;27;28;31;34;39;7.8;;;144.6;;19.1;20.3;33;6;;137;;;;202;5;;;2;
3221;ASIA wersja D z kalenic¹, z gara¿em;3;15;18;6;23;24;27;28;31;34;39;7.8;;;144.6;;22.9;20.3;33;6;;165;;;;243;5;;;2;
3384;ASTER wersja A;3;16;18;5;22;25;26;28;31;34;39;8.7;;;161.8;;21.5;19.2;40;6;;149.6;;;;228;4;;;2;
3503;ASTER wersja B;3;16;18;5;22;25;26;28;31;34;39;8.7;;;161.8;;21.5;19.2;40;6;;149.6;;;;228;4;;;2;
4175;ASTON 2 energo+ wersja A pojedynczy gara¿;3;16;18;5;22;24;26;29;31;34;39;7.58;;;118;;24.8;18.3;42;5;;154.8;;;;231.2;3;;;2;
4177;ASTON 2 energo+ wersja A pojedynczy gara¿ paliwo sta³e;3;16;18;5;22;24;26;29;30;34;39;7.58;;;118;;24.8;18.3;42;5;;154.8;;;;231.2;3;;;2;
4176;ASTON 2 energo+ wersja B podwójny gara¿;3;16;18;5;22;25;26;29;31;34;39;7.58;;;122.6;;27.2;18.3;42;5;;171.4;;;;255.5;3;;;2;
4178;ASTON 2 energo+ wersja B podwójny gara¿ paliwo sta³e;3;16;18;5;22;25;26;29;30;34;39;7.58;;;122.6;;27.2;18.3;42;5;;171.4;;;;255.5;3;;;2;
4088;ASTON 2 wersja A pojedynczy gara¿ z boku;3;16;18;5;22;24;26;29;31;34;39;7.58;;;119.4;;24.7;18.2;42;5;;152.7;;;;231.2;3;;;2;
4089;ASTON 2 wersja A z pojedynczym gara¿em z boku paliwo sta³e;3;16;18;5;22;24;26;29;30;34;39;7.58;;;119.4;;24.7;18.2;42;5;;152.7;;;;231.2;3;;;2;
4149;ASTON 2 wersja AP pojedynczy gara¿ z boku i piwnica;3;16;18;5;22;24;26;29;31;34;20;7.58;;;125.1;;24.7;18.2;42;5;;152.7;;;;231.2;3;;;2;
4463;ASTON 2 wersja AP pojedynczy gara¿ z boku i piwnica paliwo sta³e;3;16;18;5;22;24;26;29;30;34;20;7.58;;;125.1;;24.7;18.2;42;5;;152.7;;;;231.2;3;;;2;
4145;ASTON 2 wersja B podwójny gara¿ z boku;3;16;18;5;22;25;26;29;31;34;39;7.58;;;124.1;;27.1;18.2;42;5;;168.8;;;;231.2;3;;;2;
4146;ASTON 2 wersja B z podwójnym gara¿em z boku paliwo sta³e;3;16;18;5;22;25;26;29;30;34;39;7.58;;;124.1;;27.1;18.2;42;5;;168.8;;;;231.2;3;;;2;
3789;ASTON 2 wersja C z poj. gar. i œciank¹ kolankow¹;3;16;18;5;22;24;26;29;31;34;39;8.42;;;139.2;;24.7;18.2;42;5;;152.7;;;;227.7;3;;;2;
3790;ASTON 2 wersja C z poj. gar. i œciank¹ kolankow¹ paliwo sta³e;3;16;18;5;22;24;26;29;30;34;39;8.42;;;139.2;;24.7;18.2;42;5;;152.7;;;;227.7;3;;;2;
3777;ASTON 2 wersja D z podwójnym gar. i œciank¹ kolankow¹;3;16;18;5;22;25;26;29;31;34;39;8.42;;;145.1;;27.1;18.2;42;5;;149.7;;;;262.8;3;;;2;
3778;ASTON 2 wersja D z podwójnym gar. i œciank¹ kolankow¹ paliwo sta³e;3;16;18;5;22;25;26;29;30;34;39;8.42;;;145.1;;27.1;18.2;42;5;;149.7;;;;262.8;3;;;2;
4084;ASTON wersja A z pojedynczym gara¿em;3;16;18;5;22;24;26;29;31;34;39;7.58;;;98.2;;21.4;18.2;42;4;;130.2;;;;191.3;3;;;2;
4085;ASTON wersja A z pojedynczym gara¿em paliwo sta³e;3;16;18;5;22;24;26;29;30;34;39;7.58;;;98.2;;21.4;18.2;42;4;;130.2;;;;191.3;3;;;2;
4096;ASTON wersja B z podwójnym gara¿em;3;16;18;5;22;25;26;29;31;34;39;7.58;;;108.5;;23.8;18.2;42;4;;150.9;;;;260.1;3;;;2;
4097;ASTON wersja B z podwójnym gara¿em paliwo sta³e;3;16;18;5;22;25;26;29;30;34;39;7.58;;;108.5;;23.8;18.2;42;4;;150.9;;;;260.1;3;;;2;
3755;ASTON wersja C pojedynczy gar., œcianka kolankowa;3;16;18;5;22;24;26;29;31;34;39;8.42;;;116.9;;21.4;18.2;42;4;;130.2;;;;191.3;3;;;2;
3756;ASTON wersja C z pojedynczym gar. i œciank¹ kolankow¹ paliwo sta³e;3;16;18;5;22;24;26;29;30;34;39;8.42;;;116.9;;21.4;18.2;42;4;;130.2;;;;191.3;3;;;2;
3781;ASTON wersja D podwójny gar., œcianka kolankowa;3;16;18;5;22;25;26;29;31;34;39;8.42;;;129.6;;23.8;18.2;42;4;;150.9;;;;260.1;3;;;2;
3782;ASTON wersja D z podwójnym gar. i œciank¹ kolankow¹ paliwo sta³e;3;16;18;5;22;25;26;29;30;34;39;8.42;;;129.6;;23.8;18.2;42;4;;150.9;;;;260.1;3;;;2;
4353;ATOS wersja A;3;15;18;5;22;24;26;28;31;34;39;8.3;;;129.8;;20.5;18.1;40;5;;126.1;;;;195.8;3;;;2;
4354;ATOS wersja A paliwo sta³e;3;15;18;5;22;24;26;28;30;34;39;8.3;;;129.8;;20.5;18.1;40;5;;126.1;;;;195.8;3;;;2;
3740;ATU wersja A;3;15;18;5;23;25;26;28;31;34;39;7.43;;;140.9;;20.42;23.3;35;5;;150.9;;;;275.5;3;;;2;
3741;ATU wersja A paliwo sta³e;3;15;18;5;23;25;26;28;30;34;39;7.43;;;140.9;;20.42;23.3;35;5;;150.9;;;;275.5;3;;;2;
3222;AWOKADO wersja A;3;16;18;5;44;25;26;28;31;34;39;7.7;;;248.6;;29.6;22.3;5;5;;256.7;;;;256.7;3;;;2;
4270;AZALIA 2 wersja A bez gara¿u;3;15;18;5;22;40;27;28;31;34;39;7.71;;;169.7;;21.5;18.6;38;6;;139;;;;201.3;3;;;2;
4271;AZALIA 2 wersja A bez gara¿u paliwo sta³e;3;15;18;5;22;40;27;28;30;34;39;7.71;;;169.7;;21.5;18.6;38;6;;139;;;;201.3;3;;;2;
4272;AZALIA 2 wersja C z pojedynczym gara¿em;3;15;18;5;22;24;27;28;31;34;39;7.71;;;192.4;;25;18.6;38;6;;167.7;;;;244.3;3;;;2;
4273;AZALIA 2 wersja C z pojedynczym gara¿em paliwo sta³e;3;15;18;5;22;24;27;28;30;34;39;7.71;;;192.4;;25;18.6;38;6;;167.7;;;;244.3;3;;;2;
4398;AZALIA 2 wersja D z podwójnym gara¿em;3;15;18;5;22;25;27;28;31;34;39;7.71;;;169.7;;26.1;18.6;38;6;;182.4;;;;267.4;3;;;2;
4399;AZALIA 2 wersja D z podwójnym gara¿em paliwo sta³e;3;15;18;5;22;25;27;28;30;34;39;7.71;;;169.7;;26.1;18.6;38;6;;182.4;;;;267.4;3;;;2;
3223;AZALIA wersja A bez gara¿u;3;15;18;5;22;40;27;28;31;34;39;6.8;;;107.4;;21.5;18.4;32;6;;139.6;;;;196;3;;;2;
4051;AZALIA wersja A bez gara¿u paliwo sta³e;3;15;18;5;22;40;27;28;30;34;39;6.8;;;107.4;;21.5;18.4;32;6;;139.6;;;;196;3;;;2;
3224;AZALIA wersja B z wiat¹;3;15;18;5;22;45;27;28;31;34;39;6.8;;;107.4;;21.5;22.4;32;6;;139.6;;;;228;3;;;2;
3536;AZALIA wersja B z wiat¹ paliwo sta³e;3;15;18;5;22;45;27;28;30;34;39;6.8;;;107.4;;21.5;23.4;32;6;;139.6;;;;228;3;;;2;
4050;AZALIA wersja C z poj. gara¿em paliwo sta³e;3;15;18;5;22;24;27;28;30;34;39;6.8;;;107.4;;24;18.4;32;6;;167.7;;;;228;3;;;2;
3225;AZALIA wersja C z pojedyncgzym gara¿em;3;15;18;5;22;24;27;28;31;34;39;6.8;;;107.4;;24;18.4;32;6;;167.7;;;;228;3;;;2;
3537;AZALIA wersja D z podwójnym gar. paliwo sta³e;3;15;18;5;22;25;27;28;30;34;39;6.8;;;107.4;;26.1;18.4;32;6;;182.5;;;;251.5;3;;;2;
3226;AZALIA wersja D z podwójnym gara¿em;3;15;18;5;22;25;27;28;31;34;39;6.8;;;107.4;;26.1;18.4;32;6;;182.5;;;;251.5;3;;;2;
3818;AZYL wersja A z wykuszem;3;16;18;5;22;25;26;28;31;34;39;8.8;;;143.2;;19.3;26.2;40;5;;168;;;;183.8;4;;;2;
